AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
City Administrator/Deputy Mayor,1124.59,2009-06-18
City Administrator/Deputy Mayor,994.03,2009-04-11
City Administrator/Deputy Mayor,783.6,2009-07-09
City Administrator/Deputy Mayor,655.23,2009-10-21
City Administrator/Deputy Mayor,106.19,2009-07-16
City Administrator/Deputy Mayor,-1040.33,2009-08-29
City Administrator/Deputy Mayor,-370.81,2009-07-06
City Administrator/Deputy Mayor,1089.62,2009-04-12
City Administrator/Deputy Mayor,123.71,2009-03-15
City Administrator/Deputy Mayor,1614.82,2009-11-01
City Administrator/Deputy Mayor,737.75,2009-12-06
City Administrator/Deputy Mayor,354.99,2009-06-25
City Administrator/Deputy Mayor,208.83,2009-04-07
City Administrator/Deputy Mayor,-145.74,2008-11-23
City Administrator/Deputy Mayor,2262.16,2009-07-30
City Administrator/Deputy Mayor,2225.77,2009-01-24
City Administrator/Deputy Mayor,824.27,2009-05-03
City Administrator/Deputy Mayor,1282.42,2009-03-15
City Administrator/Deputy Mayor,1666.84,2009-06-15
City Administrator/Deputy Mayor,-963.09,2009-04-15
City Administrator/Deputy Mayor,526.35,2009-02-07
City Administrator/Deputy Mayor,32.64,2009-11-27
City Administrator/Deputy Mayor,207.71,2009-04-12
City Administrator/Deputy Mayor,1998.75,2009-05-14
City Administrator/Deputy Mayor,679.77,2009-07-28
City Administrator/Deputy Mayor,420.13,2009-09-07
City Administrator/Deputy Mayor,2616.69,2009-10-05
City Administrator/Deputy Mayor,181.18,2009-05-06
City Administrator/Deputy Mayor,-277.96,2009-11-22
City Administrator/Deputy Mayor,833.52,2009-10-13
City Administrator/Deputy Mayor,246.13,2009-03-27
City Administrator/Deputy Mayor,287.95,2009-02-03
City Administrator/Deputy Mayor,1554.67,2009-11-20
City Administrator/Deputy Mayor,74.12,2009-03-20
City Administrator/Deputy Mayor,-317.2,2009-07-25
City Administrator/Deputy Mayor,420.03,2009-07-11
City Administrator/Deputy Mayor,1076.59,2009-05-15
City Administrator/Deputy Mayor,-641.86,2009-05-20
City Administrator/Deputy Mayor,1471.2,2009-06-01
City Administrator/Deputy Mayor,-1448.9,2009-02-01
City Administrator/Deputy Mayor,634.27,2009-08-14
City Administrator/Deputy Mayor,1825.63,2009-04-29
City Administrator/Deputy Mayor,286.81,2009-07-20
City Administrator/Deputy Mayor,184.56,2009-03-04
City Administrator/Deputy Mayor,1780.87,2009-08-17
City Administrator/Deputy Mayor,547.6,2009-12-11
City Administrator/Deputy Mayor,432.34,2009-05-06
City Administrator/Deputy Mayor,1109.34,2009-07-25
City Administrator/Deputy Mayor,1989.12,2009-05-12
City Administrator/Deputy Mayor,740.54,2009-07-04
City Administrator/Deputy Mayor,554.02,2009-05-07
City Administrator/Deputy Mayor,448.94,2009-05-14
City Administrator/Deputy Mayor,-1.03,2009-08-13
City Administrator/Deputy Mayor,2213.8,2009-05-20
City Administrator/Deputy Mayor,1243.25,2010-04-01
City Administrator/Deputy Mayor,341.8,2009-05-30
City Administrator/Deputy Mayor,82.13,2009-09-27
City Administrator/Deputy Mayor,1768.86,2009-08-10
City Administrator/Deputy Mayor,1034.28,2009-08-26
City Administrator/Deputy Mayor,-173.94,2009-04-23
City Administrator/Deputy Mayor,772.45,2009-11-02
City Administrator/Deputy Mayor,695.21,2009-01-25
City Administrator/Deputy Mayor,-218.01,2009-10-17
City Administrator/Deputy Mayor,933.61,2009-09-15
City Administrator/Deputy Mayor,-483.79,2009-04-27
City Administrator/Deputy Mayor,670.32,2009-06-09
City Administrator/Deputy Mayor,438.23,2009-05-03
City Administrator/Deputy Mayor,1992.42,2009-01-19
City Administrator/Deputy Mayor,1373.54,2009-07-05
City Administrator/Deputy Mayor,173.52,2009-06-07
City Administrator/Deputy Mayor,680.77,2009-09-07
City Administrator/Deputy Mayor,-130.4,2009-02-07
City Administrator/Deputy Mayor,1129.05,2009-03-17
City Administrator/Deputy Mayor,-192.9,2009-06-17
City Administrator/Deputy Mayor,1198.12,2009-10-07
City Administrator/Deputy Mayor,1118.17,2009-10-06
City Administrator/Deputy Mayor,-159.79,2009-05-16
City Administrator/Deputy Mayor,1061.42,2009-03-14
City Administrator/Deputy Mayor,-427.59,2009-10-07
City Administrator/Deputy Mayor,663.43,2009-04-27
City Administrator/Deputy Mayor,2199.55,2008-12-16
City Administrator/Deputy Mayor,2346.69,2009-08-03
City Administrator/Deputy Mayor,1548.86,2008-12-25
City Administrator/Deputy Mayor,142.8,2009-06-13
City Administrator/Deputy Mayor,560.74,2009-11-14
City Administrator/Deputy Mayor,2527.56,2009-06-22
City Administrator/Deputy Mayor,461.12,2009-09-01
City Administrator/Deputy Mayor,-275.94,2009-03-18
City Administrator/Deputy Mayor,1383.98,2008-12-19
City Administrator/Deputy Mayor,1710.41,2009-01-31
City Administrator/Deputy Mayor,493.75,2009-06-17
City Administrator/Deputy Mayor,298.65,2009-10-26
City Administrator/Deputy Mayor,894.31,2009-08-30
City Administrator/Deputy Mayor,807.66,2009-05-15
City Administrator/Deputy Mayor,657.07,2009-06-29
City Administrator/Deputy Mayor,2268.75,2009-08-12
City Administrator/Deputy Mayor,-1266.83,2009-04-15
City Administrator/Deputy Mayor,109.27,2009-07-20
City Administrator/Deputy Mayor,152.86,2009-03-28
City Administrator/Deputy Mayor,1064.96,2009-10-09
City Administrator/Deputy Mayor,-183.23,2009-06-07
City Administrator/Deputy Mayor,1736.32,2009-03-07
City Administrator/Deputy Mayor,2263.77,2009-10-29
City Administrator/Deputy Mayor,368.96,2009-12-08
City Administrator/Deputy Mayor,-787.65,2009-05-23
City Administrator/Deputy Mayor,-1297.59,2010-01-17
City Administrator/Deputy Mayor,2145.2,2009-11-24
City Administrator/Deputy Mayor,165.09,2009-09-08
City Administrator/Deputy Mayor,177.81,2009-06-10
City Administrator/Deputy Mayor,1415.83,2009-11-13
City Administrator/Deputy Mayor,502.36,2009-05-19
City Administrator/Deputy Mayor,234.83,2009-10-07
City Administrator/Deputy Mayor,489.88,2010-01-02
City Administrator/Deputy Mayor,2025.55,2009-06-18
City Administrator/Deputy Mayor,725.97,2009-05-18
City Administrator/Deputy Mayor,228.94,2009-03-13
City Administrator/Deputy Mayor,2.59,2009-10-10
City Administrator/Deputy Mayor,-125.18,2009-06-06
City Administrator/Deputy Mayor,341.48,2009-06-16
City Administrator/Deputy Mayor,-373.18,2009-03-05
City Administrator/Deputy Mayor,1449.38,2009-05-09
City Administrator/Deputy Mayor,83.02,2009-05-26
City Administrator/Deputy Mayor,974.33,2009-06-10
City Administrator/Deputy Mayor,525.61,2009-04-30
City Administrator/Deputy Mayor,1983.1,2010-01-14
City Administrator/Deputy Mayor,-113.5,2009-05-18
City Administrator/Deputy Mayor,75.91,2009-08-07
City Administrator/Deputy Mayor,-172.77,2008-11-18
City Administrator/Deputy Mayor,-61.79,2009-01-16
City Administrator/Deputy Mayor,743.26,2009-09-14
City Administrator/Deputy Mayor,2111.56,2009-08-15
City Administrator/Deputy Mayor,1060.5,2009-10-17
City Administrator/Deputy Mayor,1009.68,2009-02-03
City Administrator/Deputy Mayor,1421.15,2009-06-06
City Administrator/Deputy Mayor,198.11,2009-03-27
City Administrator/Deputy Mayor,297.23,2009-07-05
City Administrator/Deputy Mayor,1379.13,2009-03-29
City Administrator/Deputy Mayor,241.87,2009-05-10
City Administrator/Deputy Mayor,350.15,2010-02-24
City Administrator/Deputy Mayor,776.32,2009-08-03
City Administrator/Deputy Mayor,1491.1,2009-07-30
City Administrator/Deputy Mayor,416.04,2009-04-23
City Administrator/Deputy Mayor,-1017.92,2009-06-24
City Administrator/Deputy Mayor,287.37,2009-04-24
City Administrator/Deputy Mayor,2434.13,2009-10-26
City Administrator/Deputy Mayor,1098.34,2010-01-17
City Administrator/Deputy Mayor,-99.14,2010-01-16
City Administrator/Deputy Mayor,1311.19,2009-05-11
City Administrator/Deputy Mayor,235.47,2009-07-25
City Administrator/Deputy Mayor,1301.37,2009-04-25
City Administrator/Deputy Mayor,1250.04,2009-06-12
City Administrator/Deputy Mayor,2556.0,2009-10-31
City Administrator/Deputy Mayor,206.34,2009-04-22
City Administrator/Deputy Mayor,91.17,2009-08-07
Advisory Neighborhood Commission,398.95,2009-04-25
Advisory Neighborhood Commission,699.81,2009-06-19
Advisory Neighborhood Commission,599.05,2009-01-17
Advisory Neighborhood Commission,-96.39,2009-08-18
Advisory Neighborhood Commission,1635.99,2009-07-11
Advisory Neighborhood Commission,-530.59,2009-10-16
Advisory Neighborhood Commission,403.34,2009-04-02
Advisory Neighborhood Commission,-137.34,2009-04-06
Advisory Neighborhood Commission,-277.43,2009-09-11
Advisory Neighborhood Commission,671.94,2009-10-02
Advisory Neighborhood Commission,1649.54,2009-07-02
Advisory Neighborhood Commission,942.99,2009-09-20
Advisory Neighborhood Commission,-862.24,2009-08-02
Advisory Neighborhood Commission,-162.39,2009-07-21
Advisory Neighborhood Commission,70.49,2009-05-07
Advisory Neighborhood Commission,170.2,2009-06-13
Advisory Neighborhood Commission,771.14,2009-10-05
Advisory Neighborhood Commission,1156.69,2009-08-03
Advisory Neighborhood Commission,-287.84,2009-12-31
Advisory Neighborhood Commission,190.07,2009-03-01
Advisory Neighborhood Commission,278.77,2009-06-02
Advisory Neighborhood Commission,-527.63,2009-08-08
Advisory Neighborhood Commission,156.97,2009-09-15
Advisory Neighborhood Commission,1144.61,2009-06-22
Advisory Neighborhood Commission,714.67,2009-04-13
Advisory Neighborhood Commission,-290.98,2009-07-19
Advisory Neighborhood Commission,5.92,2009-04-21
Advisory Neighborhood Commission,489.79,2009-05-21
Advisory Neighborhood Commission,104.78,2009-06-27
Advisory Neighborhood Commission,317.99,2009-07-30
Advisory Neighborhood Commission,-818.15,2009-07-22
Advisory Neighborhood Commission,371.57,2009-08-16
Advisory Neighborhood Commission,291.73,2009-06-07
Advisory Neighborhood Commission,375.48,2009-06-08
Advisory Neighborhood Commission,1166.14,2009-11-15
Advisory Neighborhood Commission,-203.13,2009-11-28
Advisory Neighborhood Commission,-249.67,2009-08-27
Advisory Neighborhood Commission,-572.63,2009-05-18
Advisory Neighborhood Commission,690.72,2009-03-01
Advisory Neighborhood Commission,348.05,2009-08-08
Advisory Neighborhood Commission,567.88,2009-09-01
Advisory Neighborhood Commission,625.45,2009-12-22
Advisory Neighborhood Commission,-148.36,2009-09-06
Advisory Neighborhood Commission,-74.51,2009-09-10
Advisory Neighborhood Commission,2119.55,2009-06-07
Advisory Neighborhood Commission,-412.08,2009-07-21
Advisory Neighborhood Commission,716.73,2009-09-01
Advisory Neighborhood Commission,451.33,2009-08-30
Advisory Neighborhood Commission,801.65,2008-11-30
Advisory Neighborhood Commission,-771.8,2009-02-28
Advisory Neighborhood Commission,277.65,2009-06-01
Advisory Neighborhood Commission,187.79,2009-07-02
Advisory Neighborhood Commission,26.15,2009-08-13
Advisory Neighborhood Commission,953.36,2009-06-16
Advisory Neighborhood Commission,-221.78,2009-03-01
Advisory Neighborhood Commission,346.53,2009-09-17
Advisory Neighborhood Commission,1160.4,2009-08-17
Advisory Neighborhood Commission,462.8,2009-10-01
Advisory Neighborhood Commission,-721.19,2009-08-17
Advisory Neighborhood Commission,146.44,2009-08-17
Advisory Neighborhood Commission,193.2,2009-08-01
Advisory Neighborhood Commission,598.87,2009-07-30
Advisory Neighborhood Commission,1176.59,2009-09-02
Advisory Neighborhood Commission,698.05,2009-08-22
Advisory Neighborhood Commission,345.09,2009-07-07
Advisory Neighborhood Commission,359.6,2009-02-12
Advisory Neighborhood Commission,39.59,2009-07-25
Advisory Neighborhood Commission,574.76,2009-06-23
Advisory Neighborhood Commission,180.13,2009-06-01
Advisory Neighborhood Commission,781.19,2009-02-14
Advisory Neighborhood Commission,449.69,2009-05-30
Advisory Neighborhood Commission,306.5,2009-07-21
Advisory Neighborhood Commission,528.8,2009-06-10
Advisory Neighborhood Commission,947.23,2009-04-08
Advisory Neighborhood Commission,-240.51,2009-06-23
Advisory Neighborhood Commission,-214.61,2009-06-12
Advisory Neighborhood Commission,385.21,2009-05-18
Advisory Neighborhood Commission,469.34,2009-06-20
Advisory Neighborhood Commission,-6.13,2009-08-18
Advisory Neighborhood Commission,-65.71,2009-09-01
Advisory Neighborhood Commission,187.8,2009-07-20
Advisory Neighborhood Commission,441.03,2009-12-21
Advisory Neighborhood Commission,-234.0,2009-04-08
Advisory Neighborhood Commission,-31.45,2009-09-19
Advisory Neighborhood Commission,157.61,2009-05-14
Advisory Neighborhood Commission,1013.89,2009-02-25
Advisory Neighborhood Commission,672.19,2009-08-06
Advisory Neighborhood Commission,444.62,2009-09-02
Advisory Neighborhood Commission,374.36,2009-06-03
Advisory Neighborhood Commission,-168.47,2009-09-21
Advisory Neighborhood Commission,-636.0,2009-09-01
Advisory Neighborhood Commission,708.62,2009-04-30
Advisory Neighborhood Commission,5.47,2009-06-03
Advisory Neighborhood Commission,-394.09,2009-10-04
Advisory Neighborhood Commission,-116.73,2009-08-31
Advisory Neighborhood Commission,386.33,2009-06-26
Advisory Neighborhood Commission,-578.84,2009-07-10
Advisory Neighborhood Commission,527.16,2009-10-03
Advisory Neighborhood Commission,-201.45,2009-04-22
Advisory Neighborhood Commission,528.75,2009-09-11
Advisory Neighborhood Commission,-448.9,2009-09-27
Advisory Neighborhood Commission,211.07,2009-07-31
Advisory Neighborhood Commission,504.14,2009-05-29
Advisory Neighborhood Commission,668.48,2009-10-21
Advisory Neighborhood Commission,1486.28,2009-06-16
Advisory Neighborhood Commission,444.45,2009-08-16
Advisory Neighborhood Commission,460.25,2009-10-16
Advisory Neighborhood Commission,-20.49,2009-09-22
Advisory Neighborhood Commission,492.8,2009-08-22
Advisory Neighborhood Commission,2050.65,2009-07-01
Advisory Neighborhood Commission,50.14,2009-04-22
Advisory Neighborhood Commission,674.36,2009-07-24
Advisory Neighborhood Commission,520.66,2009-08-03
Advisory Neighborhood Commission,1605.85,2009-08-29
Advisory Neighborhood Commission,538.93,2009-07-13
Advisory Neighborhood Commission,75.51,2009-05-16
Advisory Neighborhood Commission,744.65,2009-07-29
Advisory Neighborhood Commission,24.74,2009-10-18
Advisory Neighborhood Commission,129.83,2009-08-23
Advisory Neighborhood Commission,-57.26,2009-09-13
Advisory Neighborhood Commission,-343.1,2009-06-18
Advisory Neighborhood Commission,1067.65,2009-06-11
Advisory Neighborhood Commission,448.91,2009-06-18
Advisory Neighborhood Commission,-501.52,2009-10-11
Advisory Neighborhood Commission,-3.33,2009-02-25
Advisory Neighborhood Commission,422.39,2009-06-25
Advisory Neighborhood Commission,66.72,2009-07-15
Advisory Neighborhood Commission,359.76,2009-07-09
Advisory Neighborhood Commission,-250.34,2009-08-18
Advisory Neighborhood Commission,530.13,2009-07-05
Advisory Neighborhood Commission,175.03,2009-07-14
Advisory Neighborhood Commission,1351.75,2009-07-07
Advisory Neighborhood Commission,1017.08,2009-07-03
Advisory Neighborhood Commission,1096.92,2009-10-22
Advisory Neighborhood Commission,350.29,2009-06-11
Advisory Neighborhood Commission,-356.16,2009-06-03
Advisory Neighborhood Commission,-904.2,2009-06-05
Advisory Neighborhood Commission,-574.36,2009-01-23
Advisory Neighborhood Commission,1122.16,2009-05-23
Advisory Neighborhood Commission,855.45,2009-05-15
Advisory Neighborhood Commission,769.75,2009-08-11
Advisory Neighborhood Commission,373.49,2009-09-30
Advisory Neighborhood Commission,1050.17,2009-06-06
Advisory Neighborhood Commission,-475.0,2009-06-12
Advisory Neighborhood Commission,399.72,2009-07-10
Advisory Neighborhood Commission,-1.92,2009-09-08
Advisory Neighborhood Commission,600.24,2009-10-22
Advisory Neighborhood Commission,-272.67,2009-07-05
Advisory Neighborhood Commission,1449.01,2010-01-23
Advisory Neighborhood Commission,365.22,2009-06-06
Advisory Neighborhood Commission,1102.05,2009-06-11
Advisory Neighborhood Commission,-388.9,2009-07-03
Advisory Neighborhood Commission,-152.51,2009-11-29
Advisory Neighborhood Commission,-211.6,2009-08-29
Advisory Neighborhood Commission,-109.0,2009-10-01
Advisory Neighborhood Commission,400.67,2009-05-11
Advisory Neighborhood Commission,-206.3,2009-07-22
Advisory Neighborhood Commission,662.1,2009-06-16
Advisory Neighborhood Commission,32.45,2009-05-15
Advisory Neighborhood Commission,365.38,2009-06-14
Advisory Neighborhood Commission,135.94,2009-05-17
Advisory Neighborhood Commission,1035.9,2009-11-18
Advisory Neighborhood Commission,414.42,2009-06-30
Advisory Neighborhood Commission,770.53,2009-06-14
Advisory Neighborhood Commission,890.31,2009-06-13
Advisory Neighborhood Commission,692.59,2009-04-23
Advisory Neighborhood Commission,82.68,2009-06-14
Advisory Neighborhood Commission,177.37,2009-06-28
Advisory Neighborhood Commission,190.32,2009-07-16
Advisory Neighborhood Commission,160.89,2009-05-31
Advisory Neighborhood Commission,647.62,2009-10-21
Advisory Neighborhood Commission,70.32,2009-06-15
Advisory Neighborhood Commission,-465.37,2009-08-14
Advisory Neighborhood Commission,-648.84,2009-09-02
Advisory Neighborhood Commission,649.74,2009-09-11
Advisory Neighborhood Commission,542.73,2009-06-16
Advisory Neighborhood Commission,-123.34,2009-07-13
Advisory Neighborhood Commission,541.82,2009-08-29
Advisory Neighborhood Commission,-20.77,2010-02-08
Advisory Neighborhood Commission,-26.01,2009-12-29
Advisory Neighborhood Commission,723.82,2009-07-27
Advisory Neighborhood Commission,-930.09,2009-09-19
Advisory Neighborhood Commission,417.5,2009-10-05
Advisory Neighborhood Commission,1152.65,2009-08-19
Advisory Neighborhood Commission,2.31,2009-09-18
Advisory Neighborhood Commission,251.38,2009-09-10
Advisory Neighborhood Commission,-4.29,2009-05-14
Advisory Neighborhood Commission,21.79,2009-08-11
Advisory Neighborhood Commission,-456.19,2009-05-01
Advisory Neighborhood Commission,-149.87,2009-05-20
Advisory Neighborhood Commission,288.71,2009-05-24
Advisory Neighborhood Commission,476.06,2009-05-16
Advisory Neighborhood Commission,-1390.06,2009-07-13
Advisory Neighborhood Commission,20.18,2009-05-06
Advisory Neighborhood Commission,373.97,2009-06-14
Advisory Neighborhood Commission,618.34,2009-05-18
Advisory Neighborhood Commission,-939.06,2009-08-22
Advisory Neighborhood Commission,534.47,2009-12-22
Advisory Neighborhood Commission,-6.06,2009-07-14
Advisory Neighborhood Commission,262.31,2009-08-16
Advisory Neighborhood Commission,98.96,2009-11-29
Advisory Neighborhood Commission,1591.52,2009-06-07
Advisory Neighborhood Commission,6.24,2009-04-16
Advisory Neighborhood Commission,229.89,2009-05-18
Advisory Neighborhood Commission,-586.26,2009-07-01
Advisory Neighborhood Commission,-77.6,2009-02-17
Advisory Neighborhood Commission,225.36,2009-05-29
Advisory Neighborhood Commission,84.07,2009-08-27
Advisory Neighborhood Commission,-946.84,2009-07-11
Advisory Neighborhood Commission,1155.61,2009-06-11
Advisory Neighborhood Commission,-381.65,2009-04-04
