AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of Parks & Recreation,1785.6,2009-09-15
Fire & Emergency Medical Services,138.07,2009-05-02
Commission of Judicial Disabilities & Tenure,191.0,2009-06-10
Office of the State Superintendent of Education,-1134.0,2009-03-30
Office of the State Superintendent of Education,1729.14,2009-07-10
Department of Human Services,164.3,2009-05-06
Metropolitan Police Department,121.78,2009-07-31
Department on Disability Services,740.0,2009-05-05
Department of  Youth Rehabilitation Services,46.0,2009-09-04
District Department of the Environment,320.79,2009-06-20
Department on Disability Services,270.84,2009-01-26
Department of Education,100.0,2009-04-22
District Department of Transportation,2351.25,2009-07-10
DC Public Library,323.36,2009-04-08
Department of Health,75.0,2009-07-28
DC Department of Human Resources,266.8,2009-11-04
University of the District of Columbia,276.0,2009-08-07
DC Department of Human Resources,2200.0,2009-06-25
DC Taxicab Commission,796.0,2009-11-01
Department on Disability Services,272.4,2009-11-25
Fire & Emergency Medical Services,922.62,2009-11-04
Office of the Tenant Advocate,15.06,2009-01-28
Department of Human Services,370.0,2009-01-26
Fire & Emergency Medical Services,850.48,2009-01-21
Commission of Judicial Disabilities & Tenure,74.02,2009-07-09
District Department of Transportation,295.0,2009-02-14
Fire & Emergency Medical Services,1121.88,2009-03-16
Department on Disability Services,115.2,2009-04-01
Department of Motor Vehicles,251.4,2009-09-14
Metropolitan Police Department,1549.57,2009-02-25
Office of the Attorney General,1269.0,2009-11-05
Office of Police Complaints,396.0,2009-09-23
Fire & Emergency Medical Services,199.62,2009-08-06
Office of the Inspector General,119.2,2009-03-18
Department of Health,4.75,2009-01-08
Department of Health,425.0,2009-06-15
Department of Health,4.75,2009-06-04
Office of the Chief Financial Officer,57.98,2009-01-12
Department of Human Services,400.0,2009-03-31
Department of Public Works,550.0,2009-04-03
Office of the State Superintendent of Education,16.0,2009-12-21
District Department of the Environment,-74.98,2009-04-08
Office of the Chief Financial Officer,549.6,2009-01-15
Department of Health,5.24,2009-10-22
Department of Health,616.0,2009-12-11
Department on Disability Services,872.0,2009-09-21
Department of  Youth Rehabilitation Services,241.95,2009-05-14
Department on Disability Services,91.84,2009-11-18
Homeland Security/Emergency Management,148.0,2009-08-29
DC Public Library,358.72,2009-09-19
Department of Public Works,250.0,2009-12-12
Department of Public Works,220.0,2009-06-01
District Department of the Environment,80.95,2009-11-18
District Department of the Environment,1087.19,2009-08-28
Department of Health,4.75,2009-02-12
Fire & Emergency Medical Services,700.0,2009-10-15
Department of Motor Vehicles,199.0,2009-03-13
Metropolitan Police Department,244.4,2009-12-11
Department of  Youth Rehabilitation Services,12.58,2009-12-17
Department of Mental Health,375.0,2009-09-04
District Department of Transportation,354.12,2009-08-20
Department of Health,83.84,2009-11-06
Fire & Emergency Medical Services,762.5,2009-02-24
University of the District of Columbia,1776.75,2009-12-16
Department on Disability Services,132.68,2009-09-01
Office of Finance & Resource Management,321.3,2009-05-09
DC Public Library,391.5,2009-01-27
Office of the Secretary,156.14,2009-10-19
Office of Municipal Planning,201.98,2009-04-02
Department of Corrections,487.18,2009-04-02
DC Department of Human Resources,88.17,2009-06-05
Department of Property Management,600.0,2009-12-07
Department of Health,1490.0,2009-06-09
Office of the Chief Technology Officer,236.25,2009-09-28
Department of Consumer & Regulatory Affairs,600.0,2009-09-25
Department of Education,120.96,2009-01-23
Department on Disability Services,-34.99,2009-12-10
District Department of Transportation,4559.48,2009-03-10
Office of the State Superintendent of Education,751.78,2009-07-15
Fire & Emergency Medical Services,416.26,2009-06-15
Metropolitan Police Department,375.0,2009-02-19
Department of Human Services,2499.71,2009-09-15
DC Public Library,771.49,2009-12-04
Fire & Emergency Medical Services,1560.0,2009-09-18
District Department of Transportation,311.41,2009-05-29
Department of Employment Services,18.66,2009-03-04
Department of Public Works,87.92,2009-09-04
Office of the Attorney General,167.5,2009-03-10
Department of Public Works,1237.9,2009-05-18
Metropolitan Police Department,-1500.0,2009-02-09
DC Public Library,80.0,2009-10-22
Department of Property Management,2390.0,2009-09-21
Department of Public Works,1352.8,2009-07-27
Fire & Emergency Medical Services,800.0,2009-07-08
Department on Disability Services,795.0,2009-07-16
Department of Housing & Community Development,969.97,2009-06-08
Office of the Mayor,213.91,2009-08-05
Fire & Emergency Medical Services,252.96,2009-01-12
DC Public Library,743.2,2009-04-30
District Department of the Environment,325.0,2009-03-09
Department of Human Services,965.35,2009-03-31
Office of Unified Communications,1029.0,2009-05-15
Department of Motor Vehicles,2482.0,2009-05-16
District Department of the Environment,310.48,2009-04-24
Department of Health,4.75,2009-07-06
Department of Motor Vehicles,188.04,2009-06-19
DC Sentencing & Criminal Code Review Committee,1079.1,2009-02-06
Department of Parks & Recreation,76.27,2009-11-19
Department of Health,334.2,2009-05-20
DC Lottery & Charitable Games Control Board,183.0,2009-07-29
Office of the Mayor,37.4,2009-12-15
Department of Health,4.75,2009-02-12
University of the District of Columbia,150.95,2009-09-02
District Department of Transportation,16.49,2009-06-29
Department of Health,15.89,2009-11-16
Office of the Chief Financial Officer,550.0,2009-09-16
Department of Health,4.75,2009-01-06
Fire & Emergency Medical Services,127.96,2009-10-21
Fire & Emergency Medical Services,2854.7,2009-04-15
Department of Motor Vehicles,2087.91,2009-03-26
Contract Appeals Board,34.99,2009-04-02
Department of Mental Health,1480.47,2009-06-23
Commission on Arts & Humanities,81.0,2009-05-08
District Department of Transportation,450.0,2009-06-12
Office of the State Superintendent of Education,84.7,2009-09-30
Department of Health,4.75,2009-05-18
DC Public Library,247.4,2009-06-10
Office of Partnership & Grant Services,489.19,2009-05-01
Metropolitan Police Department,1947.5,2009-10-19
Department of Mental Health,225.0,2009-12-02
Department of Consumer & Regulatory Affairs,790.51,2009-09-15
Fire & Emergency Medical Services,300.0,2009-09-08
Office of the Tenant Advocate,1898.0,2009-10-09
Department of Housing & Community Development,122.22,2009-10-26
Office of Zoning,2200.0,2009-11-10
Department on Disability Services,51.02,2009-03-05
Department of  Youth Rehabilitation Services,62.91,2009-06-01
University of the District of Columbia,2131.0,2009-08-27
DC Public Library,366.4,2009-03-04
Office of the State Superintendent of Education,1168.0,2009-01-29
DC Public Library,95.0,2009-04-17
Department of Consumer & Regulatory Affairs,575.0,2009-09-08
Fire & Emergency Medical Services,2939.93,2009-08-26
Department of Motor Vehicles,556.74,2009-12-11
Office of the Chief Technology Officer,1000.0,2009-09-04
Fire & Emergency Medical Services,228.9,2009-09-16
Fire & Emergency Medical Services,194.8,2009-02-19
Office of Contracting & Procurement,49.9,2009-10-27
Department of Public Works,1094.0,2009-04-22
Department of Public Works,-52.64,2009-07-08
Department on Disability Services,40.88,2009-01-28
Office of Contracting & Procurement,72.0,2009-08-17
Department of Human Services,-175.42,2009-07-17
Office of Administrative Hearings,25.0,2009-04-01
Department of Consumer & Regulatory Affairs,494.89,2009-09-25
Office of the State Superintendent of Education,200.0,2009-07-08
Department of Health,4.75,2009-02-12
Department of Health,51.94,2009-08-21
Department of  Youth Rehabilitation Services,-1295.0,2009-09-15
Office of the Mayor,179.99,2009-12-21
"Department of Insurance, Securities & Banking",504.0,2009-05-15
Office of the Secretary,1479.9,2009-01-26
Commission on Arts & Humanities,808.95,2009-04-15
Department of Employment Services,81.6,2009-02-09
Department of Education,334.0,2009-09-21
District Department of Transportation,348.88,2009-07-09
Fire & Emergency Medical Services,-45.0,2009-04-21
City Administrator/Deputy Mayor,244.89,2009-01-28
Department of Public Works,233.35,2009-06-10
Office of the Chief Financial Officer,275.0,2009-08-11
Department of  Youth Rehabilitation Services,411.0,2009-05-27
Office of the Chief Financial Officer,297.0,2009-10-19
University of the District of Columbia,-67.13,2009-10-02
Office of the State Superintendent of Education,14.3,2009-07-23
Department of Consumer & Regulatory Affairs,119.38,2009-06-23
Metropolitan Police Department,1500.0,2009-02-04
Department of Health,89.99,2009-02-04
Office of the Attorney General,675.0,2009-03-03
Department of Human Services,285.0,2009-03-21
Office of the State Superintendent of Education,608.86,2009-02-13
DC Public Library,2690.8,2009-09-11
Fire & Emergency Medical Services,10.53,2009-02-05
Office of the State Superintendent of Education,209.75,2009-11-09
Department on Disability Services,1824.75,2009-12-04
Office of the State Superintendent of Education,1040.0,2009-10-27
Department of Consumer & Regulatory Affairs,22.0,2009-03-24
District Department of Transportation,15.0,2009-09-15
Fire & Emergency Medical Services,1842.17,2009-05-11
Department of Public Works,432.76,2009-08-28
Department of Health,100.0,2009-10-13
Department of Health Care Finance,2359.67,2009-11-09
Department of Health,2210.0,2009-02-28
Fire & Emergency Medical Services,189.8,2009-04-21
Department of Corrections,274.95,2009-01-14
Office of the Attorney General,760.5,2009-06-03
City Administrator/Deputy Mayor,99.0,2009-08-04
Office of the Tenant Advocate,22.96,2009-05-06
University of the District of Columbia,195.0,2009-07-29
District Department of Transportation,730.39,2009-06-25
Department of Corrections,-83.09,2009-04-14
Department of Parks & Recreation,1944.0,2009-04-02
Department of Property Management,14.0,2009-12-09
Department of Education,757.65,2009-03-16
DC Public Library,-57.62,2009-10-01
Office of the Chief Medical Examiner,1586.55,2009-10-06
Department of Housing & Community Development,455.0,2009-04-17
Department of Health,313.6,2009-04-27
Metropolitan Police Department,15.0,2009-05-18
Office of the State Superintendent of Education,470.0,2009-07-24
Office on Aging,78.0,2009-03-27
Serve DC,93.83,2009-08-03
DC Public Library,443.0,2009-11-09
Deputy Mayor for Economic Development,1672.85,2009-05-05
District Department of the Environment,78.11,2009-08-13
Office of the Mayor,196.5,2009-01-06
Department of  Youth Rehabilitation Services,56.0,2009-11-20
District Department of Transportation,36.69,2009-11-30
Department on Disability Services,203.91,2009-06-17
Metropolitan Police Department,852.11,2009-06-25
District Department of the Environment,110.28,2009-10-07
Department of  Youth Rehabilitation Services,187.0,2009-11-13
DC Department of Human Resources,450.0,2009-03-04
Fire & Emergency Medical Services,607.42,2009-09-08
Department of Public Works,10.8,2009-04-28
Department of Human Services,190.2,2009-04-24
Fire & Emergency Medical Services,22.4,2009-09-30
Office of Municipal Planning,199.7,2009-04-02
Office of Administrative Hearings,1780.0,2009-02-21
Department of Health,283.2,2009-11-23
District Department of the Environment,2497.5,2009-08-28
Office of the Chief Financial Officer,207.31,2009-04-03
Metropolitan Police Department,-250.0,2009-11-04
DC Department of Human Resources,586.54,2009-04-30
Department of Public Works,381.06,2009-04-23
Office of the State Superintendent of Education,-180.54,2009-07-27
District Department of the Environment,88.43,2009-04-06
Metropolitan Police Department,26.45,2009-02-11
Metropolitan Police Department,3811.28,2009-12-18
Department of  Youth Rehabilitation Services,825.0,2009-02-09
Department of Public Works,10.58,2009-09-11
Office of the Chief Financial Officer,-22.03,2009-05-20
Fire & Emergency Medical Services,220.2,2009-04-03
Office of Zoning,979.0,2009-02-05
Department of Health,419.0,2009-09-18
Office of the Secretary,78.85,2009-10-15
Fire & Emergency Medical Services,52.99,2009-03-09
Department of Health,4.75,2009-10-22
Criminal Justice Coordinating Council,1031.13,2009-08-10
Metropolitan Police Department,796.0,2009-05-01
District Department of Transportation,576.45,2009-07-21
Metropolitan Police Department,86.9,2009-10-19
District Department of Transportation,30.0,2009-05-13
Department of Health,4.75,2009-02-12
Department of Public Works,225.0,2009-09-21
Department of Health,6.61,2009-07-17
Fire & Emergency Medical Services,-15.0,2009-10-30
DC Department of Human Resources,960.0,2009-05-28
DC Department of Human Resources,775.0,2009-09-05
Office of the Secretary,2500.0,2009-06-17
Department on Disability Services,286.89,2009-02-12
Fire & Emergency Medical Services,2277.97,2009-03-24
Fire & Emergency Medical Services,61.24,2009-03-20
District Department of Transportation,120.0,2009-01-16
Metropolitan Police Department,559.89,2009-12-17
Department of Health,974.2,2009-02-17
Fire & Emergency Medical Services,1053.76,2009-08-25
Office of the Chief Technology Officer,1950.0,2009-06-16
