AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department on Disability Services,138.28281975447732,2009-12-28
Department of Health,349.81695053361017,2009-05-26
Department of Property Management,593.7894369366492,2009-10-19
Department on Disability Services,727.2558607247913,2009-07-20
Office of the State Superintendent of Education,849.2321590236583,2009-12-23
Office of the State Superintendent of Education,234.56711971681278,2009-11-04
District Department of Transportation,630.7023325401458,2009-08-07
Office of the Attorney General,-10.927120293657545,2009-12-08
District Department of Transportation,550.850466988783,2009-03-13
District Department of Transportation,682.8067439378817,2009-10-13
Department of Employment Services,717.9910138748519,2009-04-23
Office of the Tenant Advocate,641.3847380368538,2009-07-24
Office of the Mayor,498.78221538651223,2009-07-28
Fire & Emergency Medical Services,955.6039707071324,2009-02-12
Department of Housing & Community Development,4019.475585977619,2009-07-09
Office of Contracting & Procurement,379.78458686356606,2009-10-08
District Department of Transportation,115.28521026802841,2009-08-27
Department of Employment Services,-65.0947943823351,2009-02-02
Child & Family Services Administration,-29.458927547961153,2009-05-11
Office of the Chief Financial Officer,266.25678023084185,2009-05-01
Department of Mental Health,210.8767025025582,2009-11-11
Office of Contracting & Procurement,-13.442730670047922,2009-07-07
Office of the Inspector General,77.063165975813,2009-09-22
Office of the Chief Technology Officer,421.50567774354704,2009-05-15
Department of Employment Services,4830.744852150555,2009-07-02
DC Sentencing & Criminal Code Review Committee,557.3566024234808,2009-11-05
Office of the Chief Financial Officer,-257.541137987438,2009-11-13
Department of Health,68.51357179093365,2009-06-15
Department of Motor Vehicles,271.9443050036489,2009-10-09
Department of Public Works,51.293723215535294,2009-08-07
"Department of Insurance, Securities & Banking",183.55139438729427,2009-09-02
Department of  Youth Rehabilitation Services,-149.6879584293804,2009-11-23
Office of Contracting & Procurement,2446.0006554154265,2009-03-04
Fire & Emergency Medical Services,100.71875645944365,2009-08-21
Fire & Emergency Medical Services,195.76178099792557,2009-08-20
Serve DC,839.9866908815494,2009-11-18
Department of Employment Services,287.52409989029195,2009-11-13
Department of Public Works,103.56043512121119,2009-09-11
Department of Employment Services,1038.7753114815337,2009-12-01
Office of the State Superintendent of Education,441.2551434364135,2009-12-02
Department of Health Care Finance,-345.3002037773961,2009-05-26
Department of Property Management,1350.212197708829,2009-11-06
Department of Property Management,266.5746665729416,2009-12-03
Department of Public Works,534.6049788630445,2009-02-27
Office of Community Affairs,2110.846149267202,2009-01-26
Office of the Chief Financial Officer,257.96704073642906,2009-01-23
Department of Human Services,-237.53315546540279,2009-09-15
Fire & Emergency Medical Services,13.330319264725432,2009-02-17
Office of the Chief Medical Examiner,1790.336481779563,2009-09-25
University of the District of Columbia,991.6629982607228,2009-01-27
DC National Guard,134.2811998414213,2009-08-18
DC Department of Human Resources,381.87937871329444,2009-05-27
Department of Public Works,-129.43738548956418,2009-12-11
District Department of the Environment,155.5953270100069,2009-07-18
Department of Motor Vehicles,142.46718327482935,2009-02-05
Metropolitan Police Department,611.6955967053583,2009-11-23
Department of Human Services,69.36568126679842,2009-09-28
Department of Motor Vehicles,201.67622245026885,2009-05-04
Fire & Emergency Medical Services,650.2160630573895,2009-05-20
District Department of the Environment,-60.49954282781766,2009-07-17
District Department of Transportation,1070.7370122614311,2009-09-10
Metropolitan Police Department,30.532885634350052,2009-05-05
Fire & Emergency Medical Services,-735.9139639594573,2009-02-17
Department on Disability Services,329.29746254015856,2009-09-24
Department of Housing & Community Development,-197.637795635302,2009-05-07
University of the District of Columbia,214.7443283133561,2009-11-07
District Department of Transportation,258.1027830071436,2009-04-21
Department of Health Care Finance,153.475478769726,2009-07-07
Office of the Secretary,462.25226708995376,2009-07-21
Fire & Emergency Medical Services,234.74597615873012,2009-09-24
Office of the Inspector General,-317.8051895690227,2009-02-13
Office of the Inspector General,1761.4471005649175,2009-06-17
DC Public Library,646.8544647622791,2009-01-14
DC Sentencing & Criminal Code Review Committee,340.06224868236416,2009-05-19
DC Public Library,1053.5725341826721,2009-02-05
Office of the Chief Financial Officer,503.33286926279004,2009-09-12
Fire & Emergency Medical Services,636.7015293582378,2009-03-10
District Department of the Environment,238.88395597008252,2009-06-16
Office of the Chief Technology Officer,249.91024729003902,2009-04-11
Department on Disability Services,200.46161855409605,2009-01-15
Office of Cable TV,261.18785424561025,2009-02-27
Office of the Tenant Advocate,143.65680871406823,2009-01-15
Department of Public Works,-399.09555760213163,2009-03-10
Department of Health,607.4048200668663,2009-08-14
District Department of Transportation,343.71876797672974,2009-03-11
District Department of Transportation,1378.4480024383586,2009-09-28
Department of Health,97.14130466299444,2009-01-26
City Administrator/Deputy Mayor,84.79368692756573,2009-06-18
Department of Property Management,588.8702164087231,2009-12-21
University of the District of Columbia,25.04714089566163,2009-01-27
District Department of the Environment,246.65820626845098,2009-09-23
Fire & Emergency Medical Services,-4.810973674248068,2009-05-12
Office of Human Rights,296.19394282937753,2009-09-02
District Department of Transportation,106.49177180181611,2009-04-29
Department of Public Works,43.32561055607056,2009-12-16
Office of the Chief Technology Officer,844.2892936884718,2009-01-23
Fire & Emergency Medical Services,296.8498217252987,2009-03-16
District Department of Transportation,-166.9013610949371,2009-02-23
Department of Mental Health,64.73234577150858,2009-03-05
Department of Health,98.39977980485196,2009-12-28
Fire & Emergency Medical Services,-189.61635492064005,2009-12-01
Office of the Tenant Advocate,1107.949466640952,2009-02-20
Department of Motor Vehicles,80.83110680905418,2009-07-24
Department of Health,429.5690174369098,2009-06-05
District Department of the Environment,558.5882914756667,2009-05-06
Office of Latino Affairs,2018.5124552379068,2009-11-20
Office of Community Affairs,660.3996095547559,2009-05-05
Department of Health,-533.3432119749675,2009-09-30
Fire & Emergency Medical Services,187.98930629972568,2009-12-09
District Department of the Environment,398.46234194718306,2009-08-19
Department of Health,1193.7956436255533,2009-08-13
Office of Zoning,228.35051027121602,2009-07-13
Fire & Emergency Medical Services,151.73245339966587,2009-03-31
Department of Public Works,-25.481460573266006,2009-03-27
Office of Contracting & Procurement,1017.8016856816039,2009-07-28
Department of Property Management,67.7746132337533,2009-01-06
Department of Health,290.7929444593769,2009-04-21
Office of the State Superintendent of Education,-35.8870412789624,2009-08-12
Department of  Youth Rehabilitation Services,160.91577131282213,2009-09-19
Department of Property Management,-194.8449701874074,2009-12-30
Department of Small & Local Business Development,222.77376002020742,2009-10-16
District Department of Transportation,142.58617771151583,2009-06-27
Office of the Attorney General,58.03523891649943,2009-09-03
Office of the Attorney General,2343.5709360851415,2009-02-06
Office of the Secretary,777.9679644670521,2009-03-15
District Department of Transportation,3102.36964432103,2009-12-01
Office of the Tenant Advocate,-86.31435424534027,2009-10-19
Department of Employment Services,663.0346927312147,2009-06-04
District Department of the Environment,573.74386996667,2009-11-16
DC National Guard,17.72895027861928,2009-07-31
Office of Latino Affairs,193.86084208512034,2009-01-08
Office of the Chief Technology Officer,-1614.5268530508015,2009-02-20
Office of the Chief Financial Officer,615.6345035394286,2009-12-04
Office of Disability Rights,1721.3933671089767,2009-07-25
Office of the State Superintendent of Education,-160.83677011371648,2009-07-24
University of the District of Columbia,-12.092926950211393,2009-03-24
Department of Human Services,-113.97736685204725,2009-07-15
Department of Health,154.80130618769505,2009-09-17
Office of Police Complaints,39.512772946835355,2009-04-27
Department of Parks & Recreation,223.0280377544782,2009-07-03
Department of Health,2542.5202633320023,2009-08-14
Office of the Chief Financial Officer,54.18183164316776,2009-06-24
Fire & Emergency Medical Services,354.1832343007591,2009-12-28
Office of Public Educational Facilities Modernization,139.1600876270253,2009-01-22
District Department of Transportation,3801.6094328259182,2009-05-22
Fire & Emergency Medical Services,1594.5863870031508,2009-02-25
Office of the Attorney General,2018.264314363662,2009-09-17
Criminal Justice Coordinating Council,203.8829858074592,2009-12-30
Office of the Chief Financial Officer,336.5155604944607,2009-05-04
Office of the State Superintendent of Education,303.83452572520207,2009-10-13
Department of Corrections,86.4806673007648,2009-10-27
Serve DC,232.19506696739592,2009-06-03
Fire & Emergency Medical Services,85.48415099635844,2009-06-29
Office of the Chief Technology Officer,60.403696769934534,2009-05-20
Metropolitan Police Department,26.35635464548365,2009-08-22
Department of Corrections,214.47696834647525,2009-03-26
Department of Public Works,479.0466385978641,2009-12-01
District Department of Transportation,659.4707423396826,2009-09-05
Office of the Mayor,1186.3551467911052,2009-07-09
District Department of the Environment,377.2803577971926,2009-12-15
Metropolitan Police Department,1116.0776752613722,2009-02-04
Office of the Chief Financial Officer,19.538264158984916,2009-05-11
Department of Housing & Community Development,99.39459699241618,2009-04-21
Fire & Emergency Medical Services,168.23759915644357,2009-07-18
Office of the Attorney General,356.4835895487607,2009-11-24
Fire & Emergency Medical Services,172.36126166239143,2009-06-29
Homeland Security/Emergency Management,284.9703804570325,2009-12-04
Department of Housing & Community Development,1756.880792010789,2009-02-07
Department of Education,45.92809044490763,2009-03-17
Fire & Emergency Medical Services,10.983845103062873,2009-11-24
Criminal Justice Coordinating Council,809.4540588657069,2009-08-11
Department of Corrections,1790.8403445393303,2009-05-23
City Administrator/Deputy Mayor,-81.62426333254237,2009-06-09
Deputy Mayor for Economic Development,130.9514534275248,2009-03-10
Department of  Youth Rehabilitation Services,503.63236892503625,2009-09-21
Office on Aging,64.03512969620779,2009-05-31
Department of Health,196.1521147058486,2009-04-21
Department of Health,285.3048456329579,2009-04-15
Department on Disability Services,337.2082776341177,2009-09-24
Department of Health,2593.1350000605685,2009-02-18
Metropolitan Police Department,253.21685364589732,2009-07-13
District Department of the Environment,1445.0937085357848,2009-09-21
Fire & Emergency Medical Services,2326.548922630242,2009-02-11
Department of Public Works,782.01316638983,2009-01-08
Fire & Emergency Medical Services,82.66602482234464,2009-05-13
