AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of Municipal Planning,406.48,2009-10-24
Department of  Youth Rehabilitation Services,1329.76,2009-08-23
Office of Unified Communications,1038.59,2009-09-17
Office of the State Superintendent of Education,946.43,2009-07-16
DC Department of Human Resources,131.71,2009-11-01
Department of Health,432.79,2009-07-19
Department of  Youth Rehabilitation Services,339.66,2009-06-30
Department of Employment Services,1164.58,2009-09-21
Office of the State Superintendent of Education,783.84,2009-08-02
Office of the State Superintendent of Education,827.64,2009-10-03
Office of the State Superintendent of Education,-30.23,2009-02-23
Department of Public Works,1548.81,2009-01-06
DC Public Library,394.02,2009-07-21
Department of Health,629.4,2009-07-11
Office of the Inspector General,382.33,2009-03-19
Department of Health,2114.54,2009-03-22
Office of the State Superintendent of Education,1489.49,2009-10-09
DC Public Library,195.23,2009-12-18
Office of Contracting & Procurement,2244.73,2009-06-08
DC Department of Human Resources,359.46,2009-07-27
Office of Municipal Planning,2152.67,2009-09-25
Office of the State Superintendent of Education,1898.48,2009-01-09
Office of the State Superintendent of Education,955.35,2009-09-27
Department of  Youth Rehabilitation Services,675.13,2009-05-10
Office of Municipal Planning,660.68,2009-10-26
Office of the State Superintendent of Education,791.03,2009-11-17
Department of  Youth Rehabilitation Services,-415.37,2009-10-21
Office of the State Superintendent of Education,2551.9,2009-09-27
Office of the Secretary,118.29,2009-11-02
Department of Employment Services,925.51,2009-09-17
Office of the State Superintendent of Education,323.38,2009-07-18
Department of  Youth Rehabilitation Services,757.47,2009-11-17
Department of  Youth Rehabilitation Services,103.66,2009-12-30
Office of the Chief Financial Officer,2109.96,2009-07-27
Department of Employment Services,364.49,2009-11-13
DC Department of Human Resources,2429.55,2009-09-21
Department of  Youth Rehabilitation Services,2349.51,2009-07-18
DC Public Library,2394.98,2009-08-24
Department of Public Works,783.17,2009-09-25
Department of Health,1250.7,2009-08-07
Metropolitan Police Department,3017.99,2009-07-14
Department of Public Works,998.13,2009-11-14
Department on Disability Services,1932.43,2009-08-13
Department of  Youth Rehabilitation Services,2824.76,2009-09-23
Department of Public Works,430.23,2009-07-11
DC Public Library,1165.83,2009-02-27
Department of Health,1837.54,2009-02-27
Office of the Chief Financial Officer,-152.38,2009-11-21
Department of Health,79.11,2009-07-03
Department of  Youth Rehabilitation Services,2092.25,2009-11-29
Office of Unified Communications,1197.14,2009-02-18
Department of Human Services,286.28,2009-10-27
Department of Human Services,180.39,2009-11-21
Department of Health,748.18,2009-04-16
Office of Municipal Planning,1627.33,2009-12-30
Department of Employment Services,1404.45,2009-01-05
DC Department of Human Resources,413.41,2009-03-27
Department of  Youth Rehabilitation Services,62.41,2009-07-14
DC Public Library,226.57,2009-03-22
Office of the State Superintendent of Education,2825.1,2009-02-22
Office of the Secretary,185.85,2009-09-25
DC Public Library,85.26,2009-03-08
Office of the State Superintendent of Education,234.83,2009-07-04
Department of Employment Services,2312.17,2009-09-18
Department on Disability Services,1891.35,2009-07-10
DC Public Library,-178.33,2009-03-21
Department of Motor Vehicles,505.3,2009-06-10
Department of Employment Services,1784.38,2009-02-07
Department of Employment Services,2120.13,2009-09-23
Department of Property Management,2418.8,2009-12-11
Department on Disability Services,356.97,2009-07-31
Department of Health,932.75,2009-08-07
Department of Human Services,2338.99,2009-08-21
Department on Disability Services,55.81,2009-07-14
Department of  Youth Rehabilitation Services,2484.91,2009-10-26
Office of the Mayor,461.64,2009-09-29
Department of  Youth Rehabilitation Services,1884.1,2009-12-07
Office of Victim Services,2155.88,2009-07-21
Serve DC,123.31,2009-10-20
Department of Human Services,798.7,2009-11-13
Department of Mental Health,-11.21,2009-10-28
Department of Employment Services,1717.39,2009-09-25
Department of Public Works,2427.47,2009-10-08
Department of  Youth Rehabilitation Services,591.59,2009-09-27
Department of Consumer & Regulatory Affairs,294.39,2009-11-12
Department of Public Works,301.12,2009-10-22
Department of  Youth Rehabilitation Services,2344.61,2009-03-29
DC Public Library,614.15,2009-06-12
Department of  Youth Rehabilitation Services,252.76,2009-04-02
Department of Human Services,1918.55,2009-01-08
Department of Health,1811.48,2009-02-01
Department of Public Works,2187.5,2009-08-16
District Department of the Environment,590.55,2009-07-18
DC Public Library,124.63,2009-07-17
DC Public Library,298.52,2009-07-24
Department of Public Works,468.72,2009-02-02
Department of Motor Vehicles,487.18,2009-06-11
Office of the State Superintendent of Education,706.29,2009-09-25
Office of Administrative Hearings,1732.13,2009-02-17
Department of  Youth Rehabilitation Services,479.91,2009-04-24
Office of Municipal Planning,500.16,2009-02-15
Department of Human Services,159.08,2009-12-19
Department of Health,2260.67,2009-10-19
Department of Health,273.35,2009-07-13
Department of Human Services,261.74,2009-10-27
Department of Employment Services,2380.38,2009-08-19
Department on Disability Services,2165.5,2009-08-24
Office of the State Superintendent of Education,1726.56,2009-07-27
Office of the State Superintendent of Education,1239.06,2009-08-30
DC Public Library,310.19,2009-08-14
Department of Employment Services,2148.2,2009-08-24
Department on Disability Services,356.84,2009-06-18
Department of Consumer & Regulatory Affairs,11.59,2009-07-21
DC Public Library,318.4,2009-08-11
Office of the State Superintendent of Education,1791.76,2009-09-21
Department on Disability Services,-230.17,2009-10-23
Department of  Youth Rehabilitation Services,372.72,2009-07-24
Office of the Secretary,279.42,2009-10-23
Office of the Inspector General,406.0,2009-03-29
DC Department of Human Resources,605.02,2009-03-14
Office of the State Superintendent of Education,1831.01,2009-07-15
Commission of Judicial Disabilities & Tenure,2322.16,2009-07-13
Department of Employment Services,1506.91,2009-03-11
Department of Public Works,665.12,2009-08-24
Department on Disability Services,1675.25,2009-07-20
Office of the State Superintendent of Education,964.92,2009-11-28
Department of Public Works,348.16,2009-06-27
Department of Public Works,364.63,2009-07-08
Office of the State Superintendent of Education,572.72,2009-11-08
Department of  Youth Rehabilitation Services,1254.61,2009-09-13
Child & Family Services Administration,2191.59,2009-11-07
Department of Health,163.41,2009-07-08
Department of Health,168.04,2009-07-11
DC Department of Human Resources,1747.72,2009-09-25
Office of the State Superintendent of Education,485.33,2009-02-27
DC Public Library,-320.08,2009-04-09
Office of the Attorney General,212.5,2009-03-02
Department of Public Works,1501.42,2009-04-10
DC Public Library,224.69,2009-03-01
Department of Mental Health,1457.49,2009-03-20
Department of Motor Vehicles,1241.49,2009-01-06
Department of  Youth Rehabilitation Services,168.48,2009-04-15
DC Public Library,267.06,2009-11-01
DC Department of Human Resources,1147.27,2009-09-25
Department of  Youth Rehabilitation Services,185.99,2009-07-22
Office of the State Superintendent of Education,375.32,2009-11-10
Department of Human Services,-47.14,2009-11-17
Department of  Youth Rehabilitation Services,554.72,2009-04-30
Office of the State Superintendent of Education,2369.29,2009-06-27
Department of Human Services,560.21,2009-10-23
Office of the State Superintendent of Education,1065.94,2009-03-26
Department of  Youth Rehabilitation Services,988.79,2009-09-28
Department of Corrections,313.19,2009-11-09
Office of Cable TV,633.59,2009-09-18
Department on Disability Services,2013.73,2009-09-07
Department of Corrections,401.57,2009-11-16
Department of Employment Services,743.41,2009-09-20
Office of the Mayor,2399.89,2009-10-28
Homeland Security/Emergency Management,762.2,2009-09-09
Department of  Youth Rehabilitation Services,140.65,2009-04-28
Office of the State Superintendent of Education,2062.4,2009-10-28
Department of  Youth Rehabilitation Services,1370.17,2009-03-25
Department of Mental Health,481.07,2009-11-12
Department of Property Management,2345.41,2009-04-07
Office of the State Superintendent of Education,2934.61,2009-10-29
Department of Health Care Finance,2193.49,2009-07-08
Commission on Arts & Humanities,2939.98,2009-07-24
DC Public Library,853.09,2009-08-30
Department of  Youth Rehabilitation Services,569.39,2009-10-30
Department of  Youth Rehabilitation Services,1371.62,2009-09-09
Department of Corrections,153.64,2009-06-19
Office of the State Superintendent of Education,1472.71,2009-09-27
Department of  Youth Rehabilitation Services,1287.18,2009-03-22
Department of  Youth Rehabilitation Services,956.98,2009-03-27
District Department of Transportation,2483.27,2009-02-21
Department of Health,143.24,2009-12-30
Office of the Attorney General,2521.0,2009-08-15
Department of  Youth Rehabilitation Services,2104.66,2009-12-31
DC Public Library,37.36,2009-12-22
Department of Mental Health,106.29,2009-03-10
Office of the Chief Financial Officer,735.13,2009-11-07
Board of Elections & Ethics,2336.47,2009-07-05
Office of the State Superintendent of Education,138.36,2009-10-27
Department on Disability Services,690.85,2009-11-05
DC Public Library,306.55,2009-04-05
Serve DC,1994.39,2009-10-14
Department of Corrections,690.2,2009-10-18
Department on Disability Services,1266.43,2009-07-19
Department of Public Works,769.96,2009-08-19
Department of Public Works,414.84,2009-07-17
Department of Consumer & Regulatory Affairs,1272.27,2009-03-22
DC Department of Human Resources,1268.64,2009-10-22
University of the District of Columbia,2984.5,2009-11-06
Department of  Youth Rehabilitation Services,2190.42,2009-08-22
Office of the State Superintendent of Education,138.06,2009-06-11
Office of the Attorney General,849.88,2009-12-05
Department of Health,2171.55,2009-07-13
Department of  Youth Rehabilitation Services,2815.05,2009-10-19
Department of Health,1007.83,2009-08-02
Office of Unified Communications,2435.28,2009-10-18
Department of Employment Services,726.97,2009-12-06
Department on Disability Services,-249.7,2009-11-18
Child & Family Services Administration,-136.7,2009-10-31
DC Department of Human Resources,1900.68,2009-08-28
Office of Municipal Planning,283.0,2009-10-17
Office of the Chief Financial Officer,704.63,2009-10-18
Office of the State Superintendent of Education,555.57,2009-07-23
Department of Human Services,256.27,2009-03-20
Department of  Youth Rehabilitation Services,635.78,2009-10-16
Department of Consumer & Regulatory Affairs,514.48,2009-11-04
Office of the State Superintendent of Education,2185.1,2009-07-05
Child & Family Services Administration,-56.4,2009-11-30
Department of Employment Services,991.75,2009-11-30
Department of Health,1749.5,2009-09-03
Department of Parks & Recreation,2405.69,2009-08-20
Department of Health,2629.64,2009-10-21
Department of Employment Services,1366.22,2009-01-07
Department of Human Services,469.66,2009-02-20
Office of Contracting & Procurement,2775.63,2009-06-14
Department on Disability Services,963.41,2009-07-23
Department of  Youth Rehabilitation Services,2197.36,2009-12-02
Department of Health,237.59,2009-07-12
Office of the Chief Medical Examiner,276.22,2009-10-29
Department of Human Services,1853.32,2009-09-02
Department of  Youth Rehabilitation Services,2392.65,2009-08-21
Department of Human Services,732.83,2009-11-01
Department of Public Works,200.07,2009-07-16
Department of Human Services,157.61,2009-07-26
Office of Cable TV,333.68,2009-11-20
Office of Municipal Planning,2691.19,2009-09-26
Department of Employment Services,165.29,2009-11-20
Department of  Youth Rehabilitation Services,130.78,2009-07-22
Office of the State Superintendent of Education,201.89,2009-07-15
Office of the State Superintendent of Education,673.81,2009-10-22
Department of Public Works,848.33,2009-08-30
Department of Property Management,1164.63,2009-01-05
Office of the State Superintendent of Education,1187.08,2009-12-30
