AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Fire & Emergency Medical Services,1575.61,2009-04-17
Fire & Emergency Medical Services,325.0,2009-04-18
DC Public Library,115.0,2009-04-17
Office of the Chief Financial Officer,560.0,2009-04-18
District Department of Transportation,844.42,2009-04-17
Department of Consumer & Regulatory Affairs,581.0,2009-04-16
Office of the State Superintendent of Education,145.0,2009-04-17
Office of the State Superintendent of Education,145.0,2009-04-18
Fire & Emergency Medical Services,233.1,2009-04-17
District Department of the Environment,2259.3,2009-04-17
Office of the Chief Technology Officer,1505.03,2009-04-17
Department on Disability Services,56.48,2009-04-17
Department on Disability Services,316.92,2009-04-17
Department on Disability Services,59.7,2009-04-17
Department on Disability Services,410.19,2009-04-19
Fire & Emergency Medical Services,1126.52,2009-04-18
Department of Health,312.39,2009-04-17
Department of Parks & Recreation,1959.99,2009-04-17
Department on Disability Services,480.94,2009-04-17
Department of Public Works,1195.0,2009-04-17
Fire & Emergency Medical Services,2940.0,2009-04-18
Office of the Inspector General,1930.68,2009-04-17
Office of the Chief Financial Officer,1000.0,2009-04-17
Serve DC,1698.0,2009-04-17
Office of Motion Pictures & Television,184.0,2009-04-17
Department of Corrections,159.5,2009-04-17
Department on Disability Services,83.1,2009-04-17
Fire & Emergency Medical Services,357.89,2009-04-17
Office of the Attorney General,150.0,2009-04-17
District Department of Transportation,27.47,2009-04-17
DC Office of Risk Management,30.0,2009-04-19
Office of Administrative Hearings,400.0,2009-04-19
Office of Partnership & Grant Services,530.0,2009-04-18
Office of the State Superintendent of Education,442.0,2009-04-17
Fire & Emergency Medical Services,12.32,2009-04-17
Metropolitan Police Department,885.0,2009-04-17
Department of Employment Services,1182.52,2009-04-16
Department of Health Care Finance,40.15,2009-04-19
Office of the Chief Financial Officer,49.5,2009-04-17
Office of Administrative Hearings,-20.37,2009-02-18
Department of Property Management,269.12,2009-04-15
Department of Property Management,632.8,2009-04-17
DC Public Library,12.54,2009-04-17
DC Public Library,7.91,2009-04-19
Department of Corrections,30.0,2009-04-16
Office of Latino Affairs,316.25,2009-04-18
Commission of Judicial Disabilities & Tenure,25.9,2009-04-17
Department of Health,30.62,2009-04-17
Department of Housing & Community Development,73.74,2009-04-17
Department of Housing & Community Development,105.0,2009-04-19
Department of Housing & Community Development,210.0,2009-04-19
Department of  Youth Rehabilitation Services,74.51,2009-04-18
Department of  Youth Rehabilitation Services,187.66,2009-04-17
Department of Health,1067.06,2009-04-17
Department of Consumer & Regulatory Affairs,-61.99,2009-04-16
Department of Consumer & Regulatory Affairs,161.68,2009-04-17
Office of the Inspector General,113.29,2009-04-17
Department of Health,81.67,2009-04-17
Department of Health,465.92,2009-04-17
Department of Health,719.58,2009-04-18
District Department of Transportation,1600.06,2009-04-17
District Department of Transportation,42.01,2009-04-17
Fire & Emergency Medical Services,793.97,2009-04-16
Fire & Emergency Medical Services,760.54,2009-04-16
District Department of Transportation,97.69,2009-04-17
DC Public Library,379.24,2009-04-16
DC Public Library,176.86,2009-04-17
DC Public Library,668.64,2009-04-19
Fire & Emergency Medical Services,2977.65,2009-04-17
District Department of the Environment,417.56,2009-04-17
Department of Public Works,225.0,2009-04-17
District Department of Transportation,385.48,2009-04-17
District Department of Transportation,74.72,2009-04-20
Fire & Emergency Medical Services,575.0,2009-04-23
DC National Guard,2.0,2009-04-23
Department of Housing & Community Development,600.0,2009-04-23
Department of Housing & Community Development,105.7,2009-04-23
Office of Zoning,729.97,2009-04-23
Department of Health,2253.42,2009-04-23
Department of  Youth Rehabilitation Services,14.38,2009-04-22
Department of  Youth Rehabilitation Services,228.97,2009-04-23
Office of the State Superintendent of Education,746.66,2009-04-23
Office of the State Superintendent of Education,746.66,2009-04-23
Fire & Emergency Medical Services,2996.9,2009-04-23
Office of Cable TV,833.65,2009-04-23
Office of the Attorney General,660.0,2009-04-24
Department of Health,1675.0,2009-04-23
Department of Public Works,290.75,2009-04-23
Department on Disability Services,314.5,2009-04-23
Department on Disability Services,44.83,2009-04-23
Department on Disability Services,381.06,2009-04-23
Department of Education,424.2,2009-04-22
Department of Education,139.0,2009-04-24
DC Public Library,1377.9,2009-04-23
Department of Mental Health,200.0,2009-04-23
Department of Human Services,189.0,2009-04-23
Department of Health Care Finance,80.0,2009-04-23
Department of Health Care Finance,25.65,2009-04-22
Department of Health Care Finance,32.8,2009-04-22
Metropolitan Police Department,424.0,2009-04-23
Department of Corrections,-69.99,2009-03-23
Office of the Chief Medical Examiner,13.98,2009-04-23
Office of Administrative Hearings,886.88,2009-04-22
Office of Administrative Hearings,99.95,2009-04-22
Department on Disability Services,179.2,2009-04-22
Department on Disability Services,100.0,2009-04-23
Department of Property Management,1042.5,2009-04-23
Department of Property Management,209.65,2009-04-24
Department of Property Management,247.74,2009-04-24
District Department of Transportation,27.24,2009-04-24
"Department of Insurance, Securities & Banking",540.0,2009-04-24
Fire & Emergency Medical Services,2354.84,2009-04-24
Office of the Attorney General,208.51,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,459.6,2009-04-23
Department of Public Works,625.0,2009-04-24
Department of Public Works,675.0,2009-04-24
Department of Property Management,2458.5,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,325.0,2009-04-24
Department of Public Works,157.36,2009-04-24
Department of Public Works,858.9,2009-04-24
Department of Public Works,1636.99,2009-04-24
Department of Public Works,360.0,2009-04-21
Fire & Emergency Medical Services,200.0,2009-04-23
Department of Public Works,12.0,2009-04-26
Department of Employment Services,135.96,2009-04-24
DC National Guard,438.4,2009-04-23
DC National Guard,-2.0,2009-04-24
Department of Public Works,775.48,2009-04-24
Metropolitan Police Department,1016.5,2009-04-23
Metropolitan Police Department,942.24,2009-04-24
District Department of Transportation,310.48,2009-04-24
Office of the Chief Technology Officer,380.0,2009-04-24
Department of Property Management,2490.0,2009-04-24
District Department of the Environment,37.25,2009-04-23
District Department of the Environment,360.12,2009-04-24
Department of Employment Services,245.0,2009-04-24
Fire & Emergency Medical Services,1856.09,2009-04-24
Department of Mental Health,860.0,2009-04-24
District Department of Transportation,13.5,2009-04-24
Department of Motor Vehicles,174.7,2009-04-23
Department of  Youth Rehabilitation Services,1667.0,2009-04-24
Department of Employment Services,462.4,2009-04-23
City Administrator/Deputy Mayor,1374.96,2009-04-23
Department of Motor Vehicles,30.0,2009-04-24
Medical Liability Captive Insurance Agency,175.0,2009-04-25
Medical Liability Captive Insurance Agency,50.0,2009-04-25
Medical Liability Captive Insurance Agency,75.0,2009-04-25
Medical Liability Captive Insurance Agency,175.0,2009-04-25
Department of  Youth Rehabilitation Services,2499.86,2009-04-23
Department of  Youth Rehabilitation Services,-199.99,2009-04-23
Department of  Youth Rehabilitation Services,190.2,2009-04-24
Department of  Youth Rehabilitation Services,614.99,2009-04-25
Department of  Youth Rehabilitation Services,448.72,2009-04-26
Department of Housing & Community Development,307.55,2009-04-23
Department of Housing & Community Development,275.98,2009-04-24
Department of Public Works,57.0,2009-04-26
Office of Disability Rights,900.0,2009-04-24
DC Public Library,585.19,2009-04-24
DC Public Library,693.84,2009-04-24
Department of Parks & Recreation,857.0,2009-04-24
Department of Parks & Recreation,1115.0,2009-04-24
Fire & Emergency Medical Services,216.9,2009-04-24
Department of  Youth Rehabilitation Services,1825.74,2009-04-08
Office of the Tenant Advocate,2847.25,2009-04-07
Department of Human Services,53.59,2009-04-07
Fire & Emergency Medical Services,-1134.0,2009-03-30
Fire & Emergency Medical Services,508.93,2009-04-08
DC Public Library,1200.0,2009-04-07
DC Public Library,501.43,2009-04-08
Fire & Emergency Medical Services,2700.0,2009-04-08
District Department of the Environment,19.44,2009-04-07
Department of Public Works,612.0,2009-04-07
Department of Public Works,125.0,2009-04-07
District Department of Transportation,399.0,2009-04-08
Department of Public Works,292.56,2009-04-08
District Department of the Environment,1351.9,2009-04-08
District Department of the Environment,536.95,2009-04-08
District Department of the Environment,50.0,2009-04-08
District Department of the Environment,50.0,2009-04-08
District Department of Transportation,2320.0,2009-04-08
District Department of Transportation,21.13,2009-04-08
District Department of Transportation,89.87,2009-04-08
Department of Public Works,443.5,2009-04-07
Office of the Mayor,218.1,2009-04-07
Office of Contracting & Procurement,128.04,2009-04-07
Office of Contracting & Procurement,128.04,2009-04-07
Office of Contracting & Procurement,79.2,2009-04-07
Department of Property Management,1000.0,2009-04-08
Department of Public Works,149.6,2009-04-06
Office of the Attorney General,27.12,2009-04-08
Commission on Arts & Humanities,20.0,2009-04-09
District Department of Transportation,1596.0,2009-04-08
Office of Administrative Hearings,450.0,2009-04-08
Fire & Emergency Medical Services,34.13,2009-04-07
Office of the Inspector General,375.0,2009-04-07
Office of the Inspector General,145.0,2009-04-09
Department of Health,4.75,2009-04-08
Department of Health,4.75,2009-04-08
District Department of the Environment,55.8,2009-04-08
District Department of the Environment,225.0,2009-04-08
Metropolitan Police Department,4977.0,2009-04-08
Office of Unified Communications,1093.5,2009-04-08
Homeland Security/Emergency Management,560.0,2009-04-08
Homeland Security/Emergency Management,195.0,2009-04-08
Homeland Security/Emergency Management,280.0,2009-04-08
Department of Health,590.0,2009-04-08
Department of Health,419.2,2009-04-07
Department of Health,943.92,2009-04-08
Department of Health,310.0,2009-04-07
Department of Public Works,220.2,2009-04-06
Department of Health,63.36,2009-04-07
Department on Disability Services,747.0,2009-04-08
Department on Disability Services,747.0,2009-04-08
Fire & Emergency Medical Services,963.25,2009-04-08
Fire & Emergency Medical Services,74.26,2009-02-06
Fire & Emergency Medical Services,2130.0,2009-04-08
Department of Housing & Community Development,7.0,2009-04-08
Department on Disability Services,74.95,2009-04-08
Department on Disability Services,795.0,2009-04-08
Department on Disability Services,188.0,2009-04-08
Department on Disability Services,236.94,2009-04-08
Department of  Youth Rehabilitation Services,1700.0,2009-04-07
Department of  Youth Rehabilitation Services,1800.0,2009-04-08
Department of  Youth Rehabilitation Services,7.59,2009-04-09
Department of  Youth Rehabilitation Services,50.96,2009-04-09
Department on Disability Services,240.57,2009-04-08
DC Public Library,120.5,2009-04-08
Metropolitan Police Department,1699.99,2009-04-06
DC Public Library,318.04,2009-04-06
DC Public Library,724.4,2009-04-06
DC Public Library,295.0,2009-04-06
DC Public Library,1002.45,2009-04-06
Fire & Emergency Medical Services,67.78,2009-04-06
District Department of Transportation,136.95,2009-04-06
District Department of Transportation,6.99,2009-04-06
Department of Public Works,2000.0,2009-04-06
Department on Disability Services,42.0,2009-04-06
DC Public Library,100.0,2009-04-06
Office of the Inspector General,1274.03,2009-04-06
Deputy Mayor for Economic Development,427.11,2009-04-06
Office of the State Superintendent of Education,2469.69,2009-04-06
Department of Public Works,550.0,2009-04-06
Department of Public Works,550.0,2009-04-06
Department of Public Works,550.0,2009-04-06
Department of Motor Vehicles,1596.0,2009-04-06
Department of Public Works,2000.0,2009-04-06
Office of the State Superintendent of Education,598.5,2009-04-06
Department of Property Management,1000.0,2009-04-06
DC Public Library,135.0,2009-04-05
DC Public Library,15.0,2009-04-03
Department of Consumer & Regulatory Affairs,225.0,2009-04-06
District Department of the Environment,35.95,2009-04-06
Department of Health,425.0,2009-04-06
Department of Health,52.58,2009-04-06
