AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
District Department of Transportation,1939.26,2009-09-24
District Department of Transportation,49.45,2009-08-21
Department of  Youth Rehabilitation Services,-888.81,2009-12-01
District Department of the Environment,208.54,2009-03-08
Department of Human Services,77.49,2009-09-03
Metropolitan Police Department,-693.82,2009-05-26
Metropolitan Police Department,133.07,2009-08-15
Medical Liability Captive Insurance Agency,225.16,2009-02-26
University of the District of Columbia,239.65,2009-08-06
District Department of Transportation,68.75,2009-05-14
Department of Motor Vehicles,39.58,2009-08-12
"Department of Insurance, Securities & Banking",16.36,2009-08-29
Department of Property Management,75.71,2009-09-18
Office of Community Affairs,2220.71,2009-06-04
Fire & Emergency Medical Services,38.25,2009-02-18
Office of the Attorney General,41.02,2009-01-19
Office of the State Superintendent of Education,-36.06,2009-04-19
Department of Mental Health,64.44,2009-03-10
District Department of the Environment,89.87,2009-02-20
Department of Health,-7.8,2009-08-28
Department of  Youth Rehabilitation Services,23.79,2009-02-24
DC Public Library,690.25,2009-08-05
Fire & Emergency Medical Services,30.8,2009-08-24
Department of  Youth Rehabilitation Services,1961.25,2009-09-09
District Department of the Environment,90.65,2009-12-16
Department on Disability Services,814.68,2009-03-12
Serve DC,364.32,2009-01-21
District Department of Transportation,281.65,2009-01-12
Office of the State Superintendent of Education,11.31,2009-04-02
Office of the Attorney General,30.5,2009-01-23
Department of Employment Services,21.25,2009-09-16
Fire & Emergency Medical Services,4.53,2009-04-15
Department of Corrections,-240.25,2009-01-11
Office of the Chief Financial Officer,2471.58,2009-09-15
"Department of Insurance, Securities & Banking",10.59,2009-09-16
DC Public Library,14.65,2009-09-01
Department of  Youth Rehabilitation Services,2269.39,2009-09-25
Office of the Inspector General,35.64,2009-12-29
Office of the Chief Financial Officer,-13.01,2009-05-15
Department of Health,76.09,2009-04-10
Department of Health Care Finance,139.17,2009-01-24
Metropolitan Police Department,2201.91,2009-07-11
Office of Police Complaints,93.59,2009-09-07
District Department of Transportation,1441.31,2009-03-16
Department of Health,130.27,2009-04-11
District Department of the Environment,63.97,2009-11-23
Office of the Chief Financial Officer,31.04,2009-03-26
Office of the Inspector General,-148.05,2009-09-25
Office of Police Complaints,-3.25,2009-09-15
DC Department of Human Resources,59.57,2009-07-30
Child & Family Services Administration,24.56,2009-08-10
DC Department of Human Resources,237.06,2009-09-05
Office of the Attorney General,163.3,2009-03-07
Office of the Chief Financial Officer,1730.62,2009-03-24
Office of the Chief Financial Officer,450.75,2009-09-01
Department of Public Works,357.22,2009-06-22
Fire & Emergency Medical Services,-579.82,2009-08-25
Department of Health,1783.21,2009-03-07
District Department of Transportation,52.45,2009-04-01
Department of Mental Health,205.45,2009-01-05
Fire & Emergency Medical Services,2515.31,2009-09-28
District Department of Transportation,47.75,2009-01-13
Office of Unified Communications,1958.11,2009-03-03
DC Taxicab Commission,81.64,2009-02-15
Department of Parks & Recreation,307.56,2009-04-14
Fire & Emergency Medical Services,35.02,2009-08-09
Department of Public Works,510.18,2009-03-07
Department of Corrections,13.91,2009-03-09
Metropolitan Police Department,22.45,2009-08-02
Office of Community Affairs,27.35,2009-06-07
Department of Health,659.28,2009-01-19
University of the District of Columbia,218.94,2009-01-26
Department of Corrections,15.57,2009-05-17
Department of Employment Services,49.13,2009-07-28
Office of the Chief Financial Officer,1736.62,2009-09-21
District Department of the Environment,1066.94,2009-02-28
Commission on Arts & Humanities,88.57,2009-09-16
District Department of Transportation,88.32,2009-06-17
District Department of Transportation,9.65,2009-12-20
Department of Health,-302.64,2009-02-27
DC Office of Risk Management,329.59,2009-01-27
Metropolitan Police Department,156.7,2009-08-06
District Department of Transportation,724.41,2009-02-09
Metropolitan Police Department,2130.9,2009-05-17
Department on Disability Services,636.96,2009-11-05
Department of Corrections,1242.25,2009-02-27
Department of Human Services,262.82,2009-08-19
Department of Employment Services,202.74,2009-11-02
Fire & Emergency Medical Services,944.88,2009-02-10
University of the District of Columbia,21.66,2009-08-02
Office of the Chief Medical Examiner,-12.71,2009-01-17
Department of Property Management,2008.81,2009-08-25
Department of Motor Vehicles,21.96,2009-07-28
Fire & Emergency Medical Services,45.1,2009-03-18
District Department of Transportation,173.58,2009-01-19
Office of the Secretary,2074.34,2009-07-29
Fire & Emergency Medical Services,59.68,2009-09-08
District Department of Transportation,27.88,2009-01-24
Department of Employment Services,56.65,2008-12-27
Department on Disability Services,2029.07,2009-06-28
Department of Health,8.52,2009-02-25
DC Public Library,11.29,2009-08-21
Metropolitan Police Department,199.02,2009-08-25
Office of the Mayor,902.64,2009-04-29
Department of Property Management,174.44,2009-12-14
District Department of the Environment,181.46,2009-08-14
Office of the State Superintendent of Education,173.82,2009-09-24
Office of Finance & Resource Management,72.63,2009-05-30
Department of Employment Services,-185.81,2009-05-30
Department of Public Works,2378.41,2009-03-22
Department of Mental Health,-0.4,2009-01-08
Office of the State Superintendent of Education,85.43,2009-04-24
Department of Corrections,36.72,2009-06-18
District Department of Transportation,905.69,2009-09-02
District Department of Transportation,39.26,2009-08-16
Department on Disability Services,474.89,2009-03-10
Metropolitan Police Department,553.74,2009-08-27
District Department of Transportation,2588.91,2009-10-06
Commission on Arts & Humanities,475.13,2009-01-17
District Department of Transportation,2127.53,2009-05-29
Fire & Emergency Medical Services,183.0,2009-11-12
Fire & Emergency Medical Services,1550.25,2009-08-17
Department of Housing & Community Development,33.16,2009-04-26
Department of Health,37.65,2009-07-17
District Department of Transportation,44.96,2009-01-31
Department of  Youth Rehabilitation Services,452.92,2009-09-17
Office of the Attorney General,1843.71,2009-03-12
Office of the Chief Financial Officer,251.92,2009-12-29
Office of Public Educational Facilities Modernization,115.78,2009-09-13
Office of Contracting & Procurement,54.72,2009-05-08
Department on Disability Services,1817.24,2009-02-03
Office of the Tenant Advocate,100.22,2009-10-22
Department of Health,496.1,2009-08-13
Department of Health,1824.66,2009-08-13
Department of Public Works,1643.06,2009-10-01
Department of Health,654.76,2009-01-11
Fire & Emergency Medical Services,2264.68,2009-12-03
Department of Parks & Recreation,400.55,2009-08-15
Metropolitan Police Department,152.98,2009-08-29
Office of the State Superintendent of Education,1722.45,2009-01-27
DC Public Library,-9.93,2009-02-25
Department of Corrections,942.33,2009-01-21
Department of Employment Services,2212.29,2009-11-14
DC Sentencing & Criminal Code Review Committee,26.24,2009-02-18
Office of the State Superintendent of Education,2116.9,2009-08-22
Department of Public Works,72.34,2009-10-14
Department of  Youth Rehabilitation Services,15.9,2009-03-09
Department of Health,-17.9,2009-11-06
Department of  Youth Rehabilitation Services,2473.17,2009-03-24
Department on Disability Services,16.12,2009-08-23
Department of Property Management,358.59,2009-04-23
Department on Disability Services,2315.3,2009-09-18
Department of  Youth Rehabilitation Services,2.19,2009-09-18
Fire & Emergency Medical Services,48.68,2009-01-03
Office of Contracting & Procurement,1703.31,2009-12-18
Department on Disability Services,-19.51,2009-08-10
Department of Housing & Community Development,59.89,2009-09-15
Department of Corrections,137.46,2009-04-09
Department of Public Works,36.89,2009-06-12
Department on Disability Services,44.8,2009-02-18
Department of Health,-10.45,2009-05-02
Office of Community Affairs,1973.28,2009-12-09
Department of Housing & Community Development,234.98,2009-02-26
Metropolitan Police Department,756.87,2009-03-31
Department of Health,-228.4,2009-04-27
Department on Disability Services,40.83,2009-12-13
Office of Employee Appeals,18.18,2009-08-28
Office of the State Superintendent of Education,55.21,2009-02-25
Metropolitan Police Department,28.1,2009-01-07
Deputy Mayor for Economic Development,1144.51,2009-08-22
DC Office of Risk Management,30.98,2009-06-06
Office of the State Superintendent of Education,861.04,2009-08-18
Office of the Chief Financial Officer,282.12,2009-10-21
Fire & Emergency Medical Services,130.19,2009-08-24
Office of the Tenant Advocate,473.46,2009-03-06
University of the District of Columbia,-3.58,2009-08-11
Fire & Emergency Medical Services,63.99,2009-11-24
Office of the State Superintendent of Education,147.66,2009-04-01
Department of Public Works,2322.95,2009-07-19
Department of  Youth Rehabilitation Services,460.18,2009-01-10
Serve DC,428.16,2009-09-01
Office of the State Superintendent of Education,1443.25,2009-04-16
Office of the Chief Financial Officer,26.54,2009-07-17
Office of the Chief Financial Officer,2026.23,2009-01-15
Metropolitan Police Department,21.65,2009-12-10
Department of Health,119.81,2009-09-14
Department on Disability Services,19.58,2009-02-25
Office of Unified Communications,94.33,2009-08-06
Department of Corrections,-29.74,2009-01-14
Metropolitan Police Department,2152.9,2009-10-05
Office of the State Superintendent of Education,54.21,2009-07-13
Commission on Arts & Humanities,33.75,2009-08-02
Department of Health,1883.74,2009-01-23
District Department of the Environment,50.75,2009-05-12
District Department of the Environment,-6.41,2009-09-19
Office of Municipal Planning,-5.09,2009-07-16
Department of Health,-311.38,2009-04-19
Department of Health,105.07,2009-11-26
Department of Mental Health,424.95,2009-03-14
Department of Public Works,-2.48,2009-05-03
District Department of Transportation,523.43,2009-07-09
DC Department of Human Resources,1033.91,2009-08-14
Office of Zoning,1.93,2009-12-19
Department of Property Management,2476.94,2009-02-09
Department of Human Services,1951.17,2009-01-16
Office of the Tenant Advocate,-2655.05,2009-08-21
Fire & Emergency Medical Services,47.5,2009-02-17
Department of Health,-178.14,2009-04-05
Department of  Youth Rehabilitation Services,1896.82,2009-12-03
Office of the Inspector General,60.71,2009-03-08
Deputy Mayor for Economic Development,877.37,2009-03-20
Fire & Emergency Medical Services,197.6,2009-02-05
Department of Property Management,288.72,2009-02-27
Office of the Attorney General,191.14,2009-09-09
Office of Contracting & Procurement,205.63,2009-08-27
Department of Public Works,49.21,2009-01-18
Department of Corrections,40.31,2009-08-11
Department of Property Management,598.59,2009-06-01
Department of Housing & Community Development,247.89,2009-08-20
Department of Housing & Community Development,321.28,2009-09-09
Serve DC,53.97,2009-03-21
Fire & Emergency Medical Services,1846.66,2009-04-11
Department of Motor Vehicles,74.07,2009-08-09
Commission on Arts & Humanities,656.67,2009-08-30
District Department of Transportation,14.06,2009-08-18
Department of  Youth Rehabilitation Services,24.29,2009-04-15
DC Public Library,1958.76,2009-07-09
Department of Health,1403.1,2009-01-08
Fire & Emergency Medical Services,42.5,2009-02-21
Fire & Emergency Medical Services,-2.95,2009-06-03
Department of Housing & Community Development,1952.55,2009-07-22
District Department of Transportation,2501.8,2009-12-06
Department of Property Management,70.25,2009-03-21
Department of Public Works,811.59,2009-08-20
University of the District of Columbia,148.6,2009-01-07
Office of the Inspector General,935.09,2009-12-13
Department of Employment Services,181.16,2009-10-04
Department on Disability Services,23.08,2009-07-16
Office of Cable TV,-25.54,2009-07-20
Department of Employment Services,1116.96,2009-04-23
Department of Property Management,325.73,2009-05-28
District Department of the Environment,301.89,2009-08-12
District Department of the Environment,12.53,2009-12-10
Homeland Security/Emergency Management,1.04,2009-08-31
Office of Municipal Planning,1883.9,2009-02-06
Metropolitan Police Department,-1233.68,2009-09-19
Fire & Emergency Medical Services,24.7,2009-09-01
Department of Health Care Finance,2637.82,2009-02-08
Department on Disability Services,3.25,2009-08-05
Serve DC,88.1,2009-10-25
District Department of the Environment,2320.79,2009-08-10
Department on Disability Services,1774.63,2009-09-19
Department of Health,22.1,2009-03-21
Department of Property Management,52.27,2009-06-14
Fire & Emergency Medical Services,33.21,2009-11-26
Department of Health,164.34,2009-12-06
District Department of the Environment,1134.29,2009-04-19
Office of the Tenant Advocate,644.64,2009-08-02
DC Public Library,2033.11,2009-04-08
Fire & Emergency Medical Services,602.17,2009-08-02
Fire & Emergency Medical Services,2194.55,2009-11-17
District Department of Transportation,2419.62,2009-02-14
Office of Unified Communications,60.9,2009-09-06
Office of the State Superintendent of Education,42.44,2009-02-25
Fire & Emergency Medical Services,37.51,2009-08-27
Department of Small & Local Business Development,47.4,2009-09-02
